0,1,2,3,4,5,6,7,8,9,10,11,NAOCL
-1.0801821661055988,-1.0982528764572745,-0.9913991771754999,-0.7441974231525055,-0.05448959688911148,2.0,1.0,0.0,1.0,0.0,0.0,1.0,204.23
-1.0801821661055988,-1.1569672777648006,-0.5432963674605652,-0.26088101549626586,-0.3882836722691584,1.0,2.0,0.0,1.0,0.0,0.0,1.0,803.51
0.5809911844878659,-1.1569672777648006,-0.5432963674605652,-0.40587593779313774,-0.4173156514523236,1.0,2.0,0.0,1.0,0.0,0.0,1.0,209.79
-3.6642296003620993,-1.0395384751497485,0.8010120616842407,-0.26088101549626586,0.1513132403154075,2.0,2.0,0.0,1.0,0.0,0.0,1.0,467.31
-1.8184814330360275,0.1934639523082983,0.8508012627636786,-0.5508708600900096,-0.40758920157369966,2.0,2.0,0.0,1.0,0.0,0.0,1.0,446.54
0.5809911844878659,-1.0395384751497485,0.8010120616842407,1.2373998482380766,0.09022818766859525,2.0,2.0,0.0,1.0,0.0,0.0,1.0,355.87
-2.556780699966456,-1.0982528764572745,-0.9913991771754999,-0.8408607046837534,-0.015510112148262806,2.0,1.0,0.0,1.0,0.0,0.0,1.0,207.69
0.5809911844878659,-1.1569672777648006,-0.5432963674605652,-0.6958657823868815,-0.4750848689132411,1.0,1.0,0.0,1.0,0.0,0.0,1.0,152.31
0.39641636775525874,-0.7459664686121183,-1.066082978794656,-0.26088101549626586,-0.2627240465632863,1.0,2.0,1.0,0.0,1.0,1.0,1.0,837.69
0.027266734290044364,1.363054826354217,-0.8669261744769067,-0.9375239862150013,-0.5201802274414065,3.0,2.0,1.0,0.0,1.0,1.0,1.0,671.654
0.39641636775525874,-0.7459664686121183,-1.066082978794656,-0.26088101549626586,-0.29860875179730034,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1076.54
0.39641636775525874,0.1934639523082983,0.8508012627636786,-0.40587593779313774,-0.13775390266824025,2.0,2.0,0.0,1.0,0.0,0.0,1.0,422.31
0.39641636775525874,1.3677519784588192,-1.066082978794656,-0.3092126562618899,0.09774408075662287,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1093.85
0.5809911844878659,0.7806079653835587,0.1537524476515576,0.22243539215997363,-0.28674543035443334,3.0,2.0,1.0,0.0,0.0,1.0,1.0,713.81
-0.34188289917517,1.3677519784588192,-1.066082978794656,-0.45420757855876176,0.3612424501957061,3.0,2.0,1.0,0.0,0.0,1.0,1.0,948.46
0.5809911844878659,-0.8352123585995579,0.5022768552076181,-0.26088101549626586,-0.4946851391231954,1.0,2.0,1.0,0.0,1.0,1.0,1.0,675.0
-0.5264577159077772,-0.2856455623611142,2.3195826946070777,-0.40587593779313774,0.4062641234975183,2.0,1.0,0.0,1.0,0.0,0.0,1.0,729.72
0.39641636775525874,-1.0982528764572745,-0.9913991771754999,-0.7441974231525055,0.044101235971485096,2.0,2.0,0.0,1.0,0.0,0.0,1.0,439.61
0.027266734290044364,-0.7459664686121183,-1.066082978794656,1.2373998482380766,-0.1874914304566578,1.0,2.0,1.0,0.0,1.0,1.0,1.0,730.28
0.39641636775525874,1.3677519784588192,-1.066082978794656,-0.40587593779313774,-0.27009256919860747,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1049.97
0.5809911844878659,1.3677519784588192,-1.066082978794656,-0.6475341416212577,0.11550222030774675,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1003.85
-2.925930333431671,0.1934639523082983,0.8508012627636786,4.427288138769258,-0.13031169480656576,2.0,2.0,0.0,1.0,0.0,0.0,1.0,276.92
0.5809911844878659,-1.0395384751497485,0.8010120616842407,-0.06755445243377012,0.27451493877797667,2.0,2.0,0.0,1.0,0.0,0.0,1.0,702.69
